,id,start_frame,stop_frame,annotation,video_file
1528,1,47,62,toss mixture add 1 tsp dry parsley flakes 2 tbsp all purpose flour 1 tsp corn starch black pepper  salt,video_259.mp4
1529,2,62,81,mix the ingredients together and add one beaten egg,video_259.mp4
1530,3,81,100,take some cooking oil in a pan on a high heat and add hash brown mixture,video_259.mp4
1531,4,100,128,cook the hash brown until brown,video_259.mp4
1532,0,10,17,roll some rice by hand into an egg shape,video_260.mp4
1533,1,19,22,hold the fish in the other hand,video_260.mp4
1534,2,25,32,press the rice into the fish and push down with thumb,video_260.mp4
1535,3,33,38,flip the fish over and press the rice into it,video_260.mp4
1536,4,43,49,garnish the sushi with a piece of grated ginger,video_260.mp4
1537,0,66,82,scramble the egg in the pan,video_262.mp4
1538,1,97,140,add oil coleslaw mix drained noodles and sauce to the pan,video_262.mp4
1539,2,141,155,toss the noodles,video_262.mp4
1540,3,156,163,add chicken and egg,video_262.mp4
1541,0,20,28,melt truffle butter in a hot pan and add escargot,video_263.mp4
1542,1,29,32,add lobster to the pan,video_263.mp4
1543,2,52,62,add fiddleheads english peas and pickled green beans to the pan,video_263.mp4
1544,3,70,75,add some stock to the pan,video_263.mp4
1545,4,96,101,add truffle oil to the pan,video_263.mp4
1546,5,125,139,transfer the escargot from the pan to a plate,video_263.mp4
1547,0,93,98,cut a red onion and mix with some minced garlic,video_264.mp4
1548,1,99,107,combine soy sauce fish sauce and sugar with them and mix them well,video_264.mp4
1549,2,109,130,marinate the pork shoulder in the sauce,video_264.mp4
1550,3,165,174,peel and chop carrot and daikon into strips and put in a bowl,video_264.mp4
1551,4,182,190,season with salt and sugar,video_264.mp4
1552,5,207,214,rinse the daikon and carrot,video_264.mp4
1553,6,217,230,combine some sugar in warm water until they dissolve,video_264.mp4
1554,7,233,240,pour the sugar water to the daikon and carrot,video_264.mp4
1555,8,250,264,grill the meat on a pan,video_264.mp4
1556,9,284,311,put mayo meat prepared vegetables cilantro and green chili between the buns,video_264.mp4
1557,10,324,330,squeeze some sauce in it and cover the sandwich to serve,video_264.mp4
1558,0,47,63,saute diced onions and bell peppers on the pan using olive oil,video_266.mp4
1559,1,63,81,add garlic paprika and dried thyme,video_266.mp4
1560,2,103,146,in a bowl combine ground beef bread crumbs cream beaten egg worcestershire sauce salt pepper and some beef broth,video_266.mp4
1561,3,147,168,add the onion pepper mixture to the bowl and mix all the ingredients,video_266.mp4
1562,4,194,209,place the beef mixture in the meatload pan,video_266.mp4
1563,5,219,230,bake the meatloaf mixture in the oven at 350 degrees,video_266.mp4
1564,6,233,266,place the turkey in the bowl and add the same spices as when making a beef meatloaf,video_266.mp4
1565,7,266,282,mix some worcestershire sauce mustard pepper and ketchup in small bowl,video_266.mp4
1566,8,284,286,bake the turkey mixture in the oven,video_266.mp4
1567,9,286,312,pour the sauce on the loaves and bake them again in the oven for 15 to 20 minutes,video_266.mp4
1568,0,71,104,blend the chickpeas in a food processor,video_268.mp4
1569,1,110,122,blend the fava beans in a food processor,video_268.mp4
1570,2,135,139,blend the cilatnro parsley and onion in the food processor,video_268.mp4
1571,3,140,155,add garlic to the food processor and blend,video_268.mp4
1572,4,167,213,mix the blended ingredients together,video_268.mp4
1573,5,215,254,add coriander cumin cayenne bread crumbs and salt and mix,video_268.mp4
1574,6,264,277,mix in flour,video_268.mp4
1575,7,306,320,mix in baking powder and baking soda,video_268.mp4
1576,8,359,383,form the falafel into balls and fry in oil,video_268.mp4
1577,9,504,510,spread the sauce on the pita,video_268.mp4
1578,10,510,535,add vegetables and garlic sauce to the pita,video_268.mp4
1579,11,537,546,place the falafel on the sandwich,video_268.mp4
1580,12,569,582,roll up the sandwich,video_268.mp4
1581,0,129,177,mix flour salt oil and water in a bowl,video_269.mp4
1582,1,180,198,shape the mixture to a base with hand,video_269.mp4
1583,2,200,208,drop a little oil on the base and cover it and set it aside,video_269.mp4
1584,3,211,255,heat oil mustard seeds cumin seeds turmeric powder green chilli onion and stir,video_269.mp4
1585,4,260,279,add streamed potato to the pan and stir,video_269.mp4
1586,5,280,285,add cilantro and garlic masala powder,video_269.mp4
1587,6,306,310,add 1 tbsp of salt to the pan,video_269.mp4
1588,7,349,388,knead the base and divide it into small portions,video_269.mp4
1589,8,393,443,shape the small protion of base to flat shape and then take half of it and make a cone,video_269.mp4
1590,9,452,511,put the cooked mixture in the cone and wrap it to a samosa shapte,video_269.mp4
1591,10,525,578,put the samosa in deep oil to fry and then serve,video_269.mp4
1592,0,58,99,mix soy sauce sugar sesame oil chicken broth and corn flour in a bowl,video_271.mp4
1593,1,107,118,stir fry ginger,video_271.mp4
1594,2,123,156,add chicken breast into the pan and fry,video_271.mp4
1595,3,157,200,add carrot red capsicum and mushroom and fry,video_271.mp4
1596,4,202,224,pour the prepared sauce into the pan and cook until the sauce thickens,video_271.mp4
1597,5,233,245,place the spring roll sheets on a damp cloth,video_271.mp4
1598,6,252,278,add rice vermicelli and coriander to the pan,video_271.mp4
1599,7,300,330,put the filling on the wrap and roll the wrap,video_271.mp4
1600,8,340,386,add the rolls to a pot of hot oil and fry until golden brown,video_271.mp4
1601,0,59,67,preheat grill,video_272.mp4
1602,1,68,88,place butter snails and shalots in a pan and stir,video_272.mp4
1603,2,91,98,add wine to pot and boil,video_272.mp4
1604,3,99,106,remove pan from heat and transfer snails to bowl,video_272.mp4
1605,4,107,126,put butter garlic parsley salt and bread crumbs in a bowl and mix well,video_272.mp4
1606,5,128,131,put snails back in shell,video_272.mp4
1607,6,132,150,spread garlic butter onto snail and place on baking tray,video_272.mp4
1608,7,151,168,grill snails and serve,video_272.mp4
1609,0,68,74,add black pepper to the sliced beef,video_273.mp4
1610,1,75,101,add sliced asian pear soy sauce sesame oil onion and garlic to a blender,video_273.mp4
1611,2,102,110,turn on the blender to mix the ingredients,video_273.mp4
1612,3,118,138,pour the marinade onto the beef and mix by hand,video_273.mp4
1613,4,139,155,add the chopped green onion and sesame seeds to the beef and mix,video_273.mp4
1614,5,156,195,put the beef onto a pan and place to the pan on a stove to heat,video_273.mp4
1615,6,198,216,place the beef and ssamjang paste onto a piece of lettuce,video_273.mp4
1616,0,26,52,peel and slice the potatos,video_274.mp4
1617,1,56,62,pour oil and sprinkle salt and pepper over the potatos,video_274.mp4
1618,2,62,67,bake the potatos in the oven,video_274.mp4
1619,3,83,96,mix flour pepper and beer together,video_274.mp4
1620,4,100,113,coat the fish in flour salt and pepper,video_274.mp4
1621,5,129,132,dip the fish in the batter,video_274.mp4
1622,6,134,154,fry the fish in the oil,video_274.mp4
1623,7,182,184,boil the peas in the pot of water,video_274.mp4
1624,8,186,202,chop up the mint finely,video_274.mp4
1625,9,204,213,mash the peas with the mint and creme fraiche,video_274.mp4
1626,10,213,217,add salt and pepper to the peas,video_274.mp4
1627,0,40,51,spread the butter on two pieces of bread,video_275.mp4
1628,1,56,68,heat one piece in the pan and brush some aioli on top,video_275.mp4
1629,2,74,87,add the cheese on top and brush more aioli on top,video_275.mp4
1630,3,90,118,add the pickles slices of jalapeno tomatoes and the chadders on top,video_275.mp4
1631,4,131,138,top it off with the other piece of bread,video_275.mp4
1632,5,140,158,let it cook on low heat and then flip it,video_275.mp4
1633,6,179,188,take it out to serve when both sides are ready,video_275.mp4
1634,0,27,39,put the eggs in a bowl and whisk them,video_277.mp4
1635,1,39,71,whisk water with the eggs,video_277.mp4
1636,2,73,82,add oil to the pan,video_277.mp4
1637,3,88,94,add the eggs to the pan,video_277.mp4
1638,4,94,170,push the egg in the pan,video_277.mp4
1639,5,198,207,add salt and pepper to the eggs,video_277.mp4
1640,0,47,62,season chicken with salt black pepper and garlic powder,video_278.mp4
1641,1,77,90,rub that in and do it on the other side,video_278.mp4
1642,2,97,111,pour 1/4 parmesan cheese to some tomato pasta and mix up,video_278.mp4
1643,3,115,163,pour the mixed sauce on a baking pan put the chicken breast on it and pour some sauce over it,video_278.mp4
1644,4,168,196,cook it in an oven for 30 minutes and top with mozzarella cheese and cook for another 5 minutes,video_278.mp4
1645,0,14,38,scrape off the belly side from the meat taking off the tendons,video_279.mp4
1646,1,59,91,cut small pieces of the meat diagonally against the grain mark,video_279.mp4
1647,2,93,109,then cut straight down into square pieces,video_279.mp4
1648,0,50,63,add sauces and spices to the boneless chicken,video_280.mp4
1649,1,65,70,mix the chicken with hands,video_280.mp4
1650,2,77,90,add oil to pan,video_280.mp4
1651,3,90,125,cook the chicken,video_280.mp4
1652,4,130,140,add ginger and garlic,video_280.mp4
1653,5,138,145,add onions,video_280.mp4
1654,6,150,165,add vegetables,video_280.mp4
1655,7,165,173,saute the food,video_280.mp4
1656,8,177,205,add the sauces to the pan,video_280.mp4
1657,9,210,223,mix everything up,video_280.mp4
1658,10,224,240,add rice,video_280.mp4
1659,11,266,273,add egg to the pan,video_280.mp4
1660,12,280,293,add spices,video_280.mp4
1661,0,23,28,add butter to a hot pot,video_281.mp4
1662,1,50,71,break some eggs and add the yolk into a bowl,video_281.mp4
1663,2,80,99,add the egg yolks cayenne pepper salt and lemon juice to a blender,video_281.mp4
1664,3,120,132,add the butter into the blender while on,video_281.mp4
1665,4,154,161,add vinegar and salt to a pot of boiling water,video_281.mp4
1666,5,173,179,pour an egg into the pot,video_281.mp4
1667,6,209,211,place slices of canadian bacon onto a hot pan,video_281.mp4
1668,7,237,265,place the bacon poached egg hollandaise sauce and chives on top of an english muffin,video_281.mp4
1669,0,62,76,heat the butter in a sauce pan,video_284.mp4
1670,1,103,106,add the onions to the pan,video_284.mp4
1671,2,121,126,season with a little bit salt,video_284.mp4
1672,3,194,198,add the snails to the pan,video_284.mp4
1673,4,199,212,put the bay leaf in the pan and season it with salt and pepper,video_284.mp4
1674,5,251,254,add the wine to the pan,video_284.mp4
1675,6,429,518,put the cooked snail on the special baking tray and put compound butter on top,video_284.mp4
1676,7,531,561,cook the snails in the oven,video_284.mp4
1677,0,73,77,slice the mushrooms into small pieces,video_285.mp4
1678,1,82,94,add oil cole slaw mushrooms and garlic salt to the pan,video_285.mp4
1679,2,113,116,place the filling in the center of the wrapper,video_285.mp4
1680,3,123,148,fold the wrapper and seal the edges together,video_285.mp4
1681,4,160,167,spread sesame oil in a pan,video_285.mp4
1682,5,168,176,place the potstickers in the pan,video_285.mp4
1683,6,182,189,add water to the pot and cover,video_285.mp4
1684,0,13,27,cook udon noodles in boiling water,video_286.mp4
1685,1,28,41,cut the ginger into slices,video_286.mp4
1686,2,41,80,slice the onion and carrot,video_286.mp4
1687,3,85,100,cut the cabbage in half and slice,video_286.mp4
1688,4,114,127,add oil and ginger to the wok,video_286.mp4
1689,5,128,140,add red onion and carrot to the wok,video_286.mp4
1690,6,140,148,add the cabbage and stir everything,video_286.mp4
1691,7,155,170,drain the udon noodles,video_286.mp4
1692,8,177,186,add the noodles to the stir fry,video_286.mp4
1693,9,194,205,pour soy sauce onto the noodles,video_286.mp4
1694,10,220,237,slice up the ginger,video_286.mp4
1695,11,267,270,sprinkle the nori sprinkles and garnish with ginger,video_286.mp4
1696,0,40,65,slice the cabbage,video_287.mp4
1697,1,66,81,wash the cabbage,video_287.mp4
1698,2,96,109,chop the cabbage,video_287.mp4
1699,3,135,145,mix the cabbage with salt,video_287.mp4
1700,4,177,199,blend bell pepper ginger garlic onion and water in a food processor,video_287.mp4
1701,5,204,226,add pepper flakes fish sauce sugar water and green onion to the sauce,video_287.mp4
1702,6,280,291,toss the cabbage with the sauce,video_287.mp4
1703,7,291,296,press the cabbage into a container,video_287.mp4
1704,0,58,75,put 3 dozens of clams into a pot and boil them till they open up,video_288.mp4
1705,1,76,105,take three slices of apple smoked bacon and fry them simultaneously in other pot for five min and remove,video_288.mp4
1706,2,112,158,melt butter and then mix with flour,video_288.mp4
1707,3,180,211,add 1 finely diced onion into the same pot then add the smoked bacon and stir,video_288.mp4
1708,4,212,220,add garlic salt and celery seeds and stir,video_288.mp4
1709,5,238,260,add clam water to the stock and cook,video_288.mp4
1710,6,262,298,add three finely diced potato clams and rich creme and cook the potatoes,video_288.mp4
1711,7,299,304,add a little black pepper,video_288.mp4
1712,8,312,318,add 2 tbsp of dry parsley,video_288.mp4
1713,0,38,51,add the vegetables to the bowl of pasta,video_289.mp4
1714,1,54,70,add the tuna to the salad,video_289.mp4
1715,2,77,85,pour mayo into the salad,video_289.mp4
1716,3,87,93,pour mustard into the salad,video_289.mp4
1717,4,93,104,mix the salad together,video_289.mp4
1718,5,117,127,add salt and pepper to the salad,video_289.mp4
1719,0,13,18,add flour to a bowl,video_290.mp4
1720,1,20,25,crack an egg into the bowl,video_290.mp4
1721,2,30,43,add cayenne powder and salt to the bowl,video_290.mp4
1722,3,44,66,pour milk into the bowl and mix the ingredients,video_290.mp4
1723,4,69,85,add baking powder to the bowl and mix,video_290.mp4
1724,5,98,116,coat the shrimp in the batter and deep fry in a pot of hot oil,video_290.mp4
1725,6,125,129,remove the shrimp from the oil and place onto paper towel,video_290.mp4
1726,0,74,81,wrap the fish meat in a paper towel,video_291.mp4
1727,1,92,94,pat the fish dry,video_291.mp4
1728,2,109,117,place garnish on ice,video_291.mp4
1729,3,133,175,dip knife in water cut the fish meat into pieces and place on the ice,video_291.mp4
1730,0,91,107,place all of the ingredients into a bowl and mix well,video_292.mp4
1731,1,110,129,fill the wonton wrappers with a spoonful of stuffing,video_292.mp4
1732,2,130,140,place the wontons on a baking pan,video_292.mp4
1733,3,142,147,add water and oil to a frying pan,video_292.mp4
1734,4,149,151,place the potstickers into the frying pan,video_292.mp4
1735,5,152,153,place the frying pan onto the stove,video_292.mp4
1736,6,157,159,cover the frying pan with a lid,video_292.mp4
1737,7,163,164,remove the lid from the frying pan,video_292.mp4
1738,8,165,176,continue cooking the wontons in the pan,video_292.mp4
1739,0,63,66,pour olive oil in the pan,video_293.mp4
1740,1,68,70,cook meat in the pan,video_293.mp4
1741,2,91,98,add salt and ground pepper,video_293.mp4
1742,3,115,134,add onions meat mashed garlic cloves tomato juice tomato paste and water and stir,video_293.mp4
1743,4,142,155,add paprika ground cumin ground coriander and oregano and mix,video_293.mp4
1744,5,164,166,put the lid on and slow cook,video_293.mp4
1745,6,191,193,add white vinegar,video_293.mp4
1746,7,200,204,add oregano and stir,video_293.mp4
1747,8,219,226,fill a taco shell with the mixture cheddar cheese and chopped iced lettuce,video_293.mp4
1748,0,12,23,peel and grate the potatoes,video_294.mp4
1749,1,23,32,add salt and water to a bowl,video_294.mp4
1750,2,32,37,add the potatoes to the bowl,video_294.mp4
1751,3,44,61,strain the potatoes and squeeze the water out,video_294.mp4
1752,4,68,73,melt butter in a pan,video_294.mp4
1753,5,73,87,cook the potatoes in the pan,video_294.mp4
1754,6,99,123,add onion powder salt potato powder cornstarch rice flour and water to the hash browns,video_294.mp4
1755,7,150,159,flatten the hash browns,video_294.mp4
1756,8,159,182,fry the hash browns in oil,video_294.mp4
1757,0,11,40,fry the sausages in a pan with oil,video_295.mp4
1758,1,61,91,slice the onion and place them next to the sausage in the pan,video_295.mp4
1759,2,123,130,slice the potatoes into chunks and boil them,video_295.mp4
1760,3,165,171,pour water in the pan and cover,video_295.mp4
1761,4,267,270,add tomatoes to the pan,video_295.mp4
1762,5,330,347,add flour salt and pepper to the pan,video_295.mp4
1763,6,366,368,cook the green beans in a pot of water,video_295.mp4
1764,7,400,424,mash the potatoes with salt pepper and milk,video_295.mp4
1765,0,130,140,bring the vegetable broth to boil remove from heat and add shiitake mushrooms cover it and rest it for twenty mins,video_298.mp4
1766,1,144,156,grate the carrot and ginger,video_298.mp4
1767,2,158,162,tear the seaweed into 1 inch pieces,video_298.mp4
1768,3,166,175,remove the mushrooms from the broth cut the stems and discard them and slice the caps,video_298.mp4
1769,4,176,182,add the tofu seaweed to the vegetable broth and simmer for 3 min,video_298.mp4
1770,5,183,190,add the broccoli mushroom and carrots to the broth cover it and simmer for another min,video_298.mp4
1771,6,192,205,remove one cup of broth and add it to a small bowl gently stir it with miso until it is dissolved,video_298.mp4
1772,7,208,210,add the dissolved miso into the soup and stir,video_298.mp4
1773,0,25,58,spread rice onto the seaweed,video_299.mp4
1774,1,74,82,sprinkle sesame seeds on top of the rice,video_299.mp4
1775,2,83,89,flip the sheet over,video_299.mp4
1776,3,91,115,place tuna in a line on the sheet,video_299.mp4
1777,4,118,127,place sauce on the tuna,video_299.mp4
1778,5,134,159,roll the sheet up,video_299.mp4
1779,6,187,230,cut the roll into pieces,video_299.mp4
1780,7,245,252,add sauce to the top of the roll,video_299.mp4
1781,0,77,80,stir macaroni and butter,video_301.mp4
1782,1,96,101,add some cubed cheese,video_301.mp4
1783,2,109,115,add shredded cheese,video_301.mp4
1784,3,131,152,crack eggs and mix it with some cream,video_301.mp4
1785,4,155,161,pour the mixture to the macaroni and mix them well,video_301.mp4
1786,5,191,193,put the mixture in a baking pan,video_301.mp4
1787,6,226,248,cook in an oven,video_301.mp4
1788,0,19,60,put salt and pepper on beef steak and shallow fry it in a pan,video_302.mp4
1789,1,60,94,add measly paste to another pan and add sugar rice wine olive oil salt and pepper,video_302.mp4
1790,2,94,128,cook the steak until their color changes and slice them,video_302.mp4
1791,3,128,148,dip the steak in the marinate mixture,video_302.mp4
1792,4,148,176,cut the chinese cabbage in half and shred it,video_302.mp4
1793,5,176,212,season the cabbage with chili flakes vinegar sesame seed oil and wasabe paste mayonnaise,video_302.mp4
1794,6,212,248,prepare the tortillas and roll them using rolling pin,video_302.mp4
1795,7,248,303,add mayonnaise cabbage and beef to the tacos,video_302.mp4
1796,0,20,28,combine sugar and flour,video_304.mp4
1797,1,34,42,add baking powder salt and baking soda,video_304.mp4
1798,2,44,48,whisk the mixture,video_304.mp4
1799,3,54,66,whisk two eggs,video_304.mp4
1800,4,73,89,pour milk into the eggs and add some melted butter and vanilla,video_304.mp4
1801,5,94,101,whisk the mixture,video_304.mp4
1802,6,104,135,pour the liquid mixture into the powder mixture and stir,video_304.mp4
1803,7,141,148,pour the batter on the pan,video_304.mp4
1804,8,150,156,flip the pancake when bubbles form,video_304.mp4
1805,0,60,66,add the mixture to the center of the tortilla,video_307.mp4
1806,1,70,82,fold in the ends of the tortilla,video_307.mp4
1807,2,90,99,spray the burritos with cooking oil,video_307.mp4
1808,3,105,107,cook the burritos in the oven,video_307.mp4
1809,0,87,101,place sliced onions green pepper and mushrooms in a bowl,video_308.mp4
1810,1,101,145,add red chili powder cumin powder coriander powder salt and oil to the bowl,video_308.mp4
1811,2,145,178,stir and bake the mixture in the oven,video_308.mp4
1812,3,178,209,put the mixture rice and shredded cheese on the tortilla,video_308.mp4
1813,4,234,337,fold the tortilla add some cheese on it and bake it in the oven,video_308.mp4
1814,5,337,347,garnish the baked burritos with cilantro,video_308.mp4
1815,0,14,36,soak the noodles and shrimp in water,video_309.mp4
1816,1,76,91,slice the tofu,video_309.mp4
1817,2,105,152,whisk palm sugar tamarind concentrate and fish sauce in a bowl,video_309.mp4
1818,3,157,200,slice the scallion and chilli pepper,video_309.mp4
1819,4,271,284,add oil and garlic to a wok,video_309.mp4
1820,5,294,315,fry shrimp in the wok and then remove,video_309.mp4
1821,6,322,359,fry tofu in the wok and then remove,video_309.mp4
1822,7,370,415,cook the eggs in the wok,video_309.mp4
1823,8,432,460,add the sauce chicken stock and noodles to the wok,video_309.mp4
1824,9,478,501,add the shrimp garlic and tofu to the wok,video_309.mp4
1825,10,514,595,add the noodles to a bowl and add the egg sprouts scallion peanuts chili and basal,video_309.mp4
1826,0,48,65,chop celery into thin slices,video_310.mp4
1827,1,66,70,chop half of an onion into small pieces,video_310.mp4
1828,2,71,80,chop a few cloves of garlic into small pieces,video_310.mp4
1829,3,83,125,add olive oil to a pot over heat and add the vegetables and mix,video_310.mp4
1830,4,126,130,add sicilian oregano to the pot,video_310.mp4
1831,5,137,155,add the cannellini beans to the pot and stir,video_310.mp4
1832,6,170,175,add water to the pot,video_310.mp4
1833,7,197,217,add parsley salt pepper and tomato puree to the pot,video_310.mp4
1834,8,254,259,add ditalini pasta to the pot,video_310.mp4
1835,9,313,324,pour the soup into a serving bowl,video_310.mp4
1836,10,331,341,garnish the soup with some parsley drizzle some olive oil and grate some pecorino cheese,video_310.mp4
1837,0,55,59,wash the squid rings with plain water,video_311.mp4
1838,1,60,89,add a spoon of baking soda to the squid and mix the squid,video_311.mp4
1839,2,103,126,coat the squid rings with flour in a plastic bag,video_311.mp4
1840,3,131,154,fry the squid rings in oil in a pan,video_311.mp4
1841,0,116,135,crack eggs over the chicken,video_312.mp4
1842,1,135,180,mix up the chicken with the eggs,video_312.mp4
1843,2,185,204,mix paprika and pepper with the flour,video_312.mp4
1844,3,232,274,dip the chicken in the flour marinade and the bread crumbs,video_312.mp4
1845,4,277,291,fry the chicken in a pot with oil,video_312.mp4
1846,5,338,344,cover the pot with the lid,video_312.mp4
1847,0,40,77,slice the mozzarella into thin slices cut the tomatoes and crush the tomatoes into smaller pieces,video_314.mp4
1848,1,77,122,add basil leaves opal basil leaves sea salt olive oil and pepper to the tomatoes mixture and mix well,video_314.mp4
1849,2,122,185,shape the pizza dough into desired shape,video_314.mp4
1850,3,185,233,top the pizza by the tomato mixture slices of fresh mozzarella,video_314.mp4
1851,4,233,306,bake the pizza in the oven,video_314.mp4
1852,5,306,327,remove the pizza from the oven and brush some olive oil on the crust,video_314.mp4
1853,6,327,335,add basil and opal basil on the pizza,video_314.mp4
1854,0,10,15,slice the chicken into strips chop the garlic finely grate the ginger,video_316.mp4
1855,1,16,19,add turmeric chili flakes coriander and work it into the chicken,video_316.mp4
1856,2,20,22,slice the vegetables,video_316.mp4
1857,3,23,32,heat the wok fry the chicken with garlic and ginger add little amoy sauce and rice wine,video_316.mp4
1858,4,33,50,add the vegetables and stir fry for a minute and add amoy sauce and mix it all together,video_316.mp4
1859,0,60,80,slice the onions into thick slices and separate the rings,video_317.mp4
1860,1,110,134,take  cup of all purpose flour add baking powder salt and blend together,video_317.mp4
1861,2,135,156,crack one egg in another bowl and beat it and add in the milk and mix it together,video_317.mp4
1862,3,157,198,coat the onion rings in flour mix,video_317.mp4
1863,4,208,227,add the flour mixture into the egg bowl and mix it together,video_317.mp4
1864,5,237,299,dip the onion rings in the batter and coat it with the panko breadcrumbs and place it on a wire rack,video_317.mp4
1865,6,318,370,fry the onion rings in hot oil on medium heat until golden brown on both side,video_317.mp4
1866,7,392,440,take mayonnaise add 1 tbsp of hot sauce add in the milk and mix it well,video_317.mp4
1867,8,442,446,serve the rings with the sauce,video_317.mp4
1868,0,24,42,rinse baby bok choy in water and dry out on a paper towel,video_318.mp4
1869,1,63,68,mince and blend white onions garlic cloves and ginger,video_318.mp4
1870,2,120,127,mix chopped onions in hot pepper flakes and salt,video_318.mp4
1871,3,128,141,add fish sauce and rice porridge to it and mix well,video_318.mp4
1872,4,142,165,chop bok choy in half and put them in to the ready mixture and blend gently,video_318.mp4
1873,5,166,175,stack the ready dish in air tight container,video_318.mp4
1874,0,21,99,saute onions garlic and jalapenos in a pan and add some salt,video_319.mp4
1875,1,99,158,add mint water vinegar and vegetable stock to the pan,video_319.mp4
1876,2,158,195,add the beef to the pan and submerge it in the liquid for two and half hours,video_319.mp4
1877,3,195,254,chop the beef and soak it in the broth,video_319.mp4
1878,4,254,283,heat the tortilla on a tortilla pan,video_319.mp4
1879,5,283,321,add some beef some vegetables and sauce on the tortilla,video_319.mp4
1880,0,35,54,slice the big bok choys into two halves,video_320.mp4
1881,1,68,82,cut 6 scallions into roughly 1 inch pieces,video_320.mp4
1882,2,95,102,add sliced carrots with them,video_320.mp4
1883,3,118,135,add salt to the vegetables and mix them,video_320.mp4
1884,4,153,224,add ginger garlic red chilli powder brown sugar and rice vinegar into the food processor and blend,video_320.mp4
1885,5,246,307,mix roasted sesame seeds vegetables bowl and the paste,video_320.mp4
1886,0,123,151,cut the foie gras into quarter inch thick pieces,video_322.mp4
1887,1,158,174,season the foie gras with salt and pepper,video_322.mp4
1888,2,186,222,cut a shallot into thin slices,video_322.mp4
1889,3,229,248,cut an apple into thin slices,video_322.mp4
1890,4,263,283,place the foie gras into a hot pan and flip after thirty seconds,video_322.mp4
1891,5,309,320,place pieces of bread into the pan and grill on both sides,video_322.mp4
1892,6,324,371,place the shallots into the pan and stir with salt and pepper,video_322.mp4
1893,7,373,383,add the apples to the pan,video_322.mp4
1894,8,385,398,place a piece of bread onto a plate and add a piece of foie shallots and apple,video_322.mp4
1895,0,21,29,drain chickpeas in a strainer and rinse them off,video_323.mp4
1896,1,32,36,set a cup of chickpeas aside,video_323.mp4
1897,2,42,58,put some chickpeas in food processor and blend them,video_323.mp4
1898,3,60,65,add half cup of water and blend again,video_323.mp4
1899,4,68,76,add tahini to the food processor,video_323.mp4
1900,5,94,105,add lemon juice garlic cloves salt and cumin,video_323.mp4
1901,6,109,123,blend the ingredients,video_323.mp4
1902,7,128,138,pour in olive oil,video_323.mp4
1903,8,156,159,add lemon juice,video_323.mp4
1904,9,176,190,drizzle some olive oil and sprinkle cumin parsley and chickpeas on top,video_323.mp4
1905,0,98,210,take 2 lbs of ground beef in a bowl and add onion powder ground black pepper and seasoned salt,video_324.mp4
1906,1,210,323,add two eggs to the bowl and salsa sauce to the beef mixture,video_324.mp4
1907,2,350,389,add tomato ketchup on the beef and bake the mixture in the oven,video_324.mp4
1908,0,33,38,rinse the mussels in water,video_325.mp4
1909,1,49,55,add the onion to the pot,video_325.mp4
1910,2,60,63,add the wine and the mussels,video_325.mp4
1911,3,67,69,cover the pot,video_325.mp4
1912,4,90,103,garnish with green onion,video_325.mp4
1913,0,40,50,fry the sausage in the wok with oil,video_326.mp4
1914,1,50,78,add msg salt and pork powder to the rice,video_326.mp4
1915,2,85,98,add eggs and the vegetables to the wok,video_326.mp4
1916,3,98,114,add the rice and toss,video_326.mp4
1917,4,115,137,add soy sauce and fish sauce and toss,video_326.mp4
1918,5,147,162,add garlic and stir,video_326.mp4
1919,0,15,26,melt butter in a sauce pan,video_328.mp4
1920,1,27,31,boil some water and preserve some hot water for later use,video_328.mp4
1921,2,32,46,place a bowl over the boiling water add vinegar and 2 egg yolks and whisk the mixture,video_328.mp4
1922,3,47,52,squeeze 1  tbsp of lemon juice to it and keep whisking,video_328.mp4
1923,4,53,62,pour melted butter and whisk,video_328.mp4
1924,5,63,67,add a little bit of warm water and continue whisking,video_328.mp4
1925,6,68,81,add tarragon salt cayenne pepper and little more water and whisk,video_328.mp4
1926,7,85,91,add white vinegar to the boiling water and stir the water,video_328.mp4
1927,8,92,105,drop an egg into the water and cook,video_328.mp4
1928,9,106,111,remove the egg from water and drain off the excess water,video_328.mp4
1929,10,112,123,combine spinach white onion avocado oil salt pepper and lemon juice,video_328.mp4
1930,11,125,130,split and toast a english muffin and place the spinach salad over it,video_328.mp4
1931,12,131,139,lay smoked salmon over the salad and then place the poached eggs,video_328.mp4
1932,13,140,155,drizzle with hollandaise sauce,video_328.mp4
1933,0,40,45,soak the potatoes in water,video_329.mp4
1934,1,46,55,drain the water dry the potatoes and mix in an egg,video_329.mp4
1935,2,62,85,add flour salt and black pepper powder mix together and refrigerate the mixture,video_329.mp4
1936,3,95,115,heat some soft butter on a pan and place ball-shaped mixture on the pan,video_329.mp4
1937,4,120,147,pour some olive oil on top and flip over,video_329.mp4
1938,0,41,47,place kabocha in a bowl and cover with plastic wrap,video_332.mp4
1939,1,53,58,cut the kabocha into bite-size pieces,video_332.mp4
1940,2,58,67,slice some onion and mushrooms,video_332.mp4
1941,3,71,87,put the water dashi powder sliced onion shimeji mushrooms and kabocha in a pot,video_332.mp4
1942,4,96,106,remove the foam then cover,video_332.mp4
1943,5,111,119,cook the noodles,video_332.mp4
1944,6,122,126,drain the noodles in a strainer and rinse the noodles under running water,video_332.mp4
1945,7,134,139,dilute the miso in a ladle and dissolve into the soup,video_332.mp4
